,1. open,2. high,3. low,4. close,5. volume,ticker
2016-12-09,1192.0,1209.3,1168.7,1198.1,1810204.0,HDFCBANK.BSE
2016-12-02,1181.8,1209.8,1176.65,1191.2,1851500.0,HDFCBANK.BSE
2016-11-25,1215.05,1219.75,1159.3,1189.15,1633880.0,HDFCBANK.BSE
2016-11-18,1283.0,1288.0,1208.35,1211.6,1322080.0,HDFCBANK.BSE
2016-11-11,1250.0,1282.0,1196.5,1275.7,6103888.0,HDFCBANK.BSE
2016-11-04,1253.7,1263.0,1232.2,1243.7,2384792.0,HDFCBANK.BSE
2016-10-28,1274.95,1275.95,1225.0,1259.4,1919824.0,HDFCBANK.BSE
2016-10-21,1270.0,1272.35,1233.0,1270.35,1726788.0,HDFCBANK.BSE
2016-10-14,1284.3,1284.3,1240.0,1261.45,546856.0,HDFCBANK.BSE
2016-10-10,1281.5,1287.65,1279.0,1284.4,91552.0,HDFCBANK.BSE
2016-10-07,1275.55,1299.9,1275.55,1281.1,1249768.0,HDFCBANK.BSE
2016-09-30,1314.0,1314.0,1267.25,1271.7,2139068.0,HDFCBANK.BSE
2016-09-23,1298.05,1318.2,1284.25,1313.15,1788700.0,HDFCBANK.BSE
2016-09-16,1279.95,1305.0,1265.5,1298.05,2846364.0,HDFCBANK.BSE
2016-09-09,1285.0,1305.0,1279.05,1290.55,1233060.0,HDFCBANK.BSE
2016-09-02,1257.7,1294.7,1225.0,1284.45,1751048.0,HDFCBANK.BSE
2016-08-26,1244.95,1267.5,1241.35,1257.9,2249812.0,HDFCBANK.BSE
2016-08-19,1228.75,1253.2,1215.95,1244.95,3715120.0,HDFCBANK.BSE
2016-08-12,1253.0,1259.0,1220.0,1228.35,789328.0,HDFCBANK.BSE
2016-08-05,1246.55,1258.85,1228.45,1249.0,1505108.0,HDFCBANK.BSE
2016-07-29,1235.0,1250.0,1225.25,1246.55,1311292.0,HDFCBANK.BSE
2016-07-22,1224.1,1239.5,1214.25,1231.45,2778688.0,HDFCBANK.BSE
2016-07-15,1191.95,1226.35,1184.1,1223.6,4458256.0,HDFCBANK.BSE
2016-07-08,1177.55,1188.8,1161.0,1172.2,1457224.0,HDFCBANK.BSE
2016-07-01,1165.0,1184.6,1152.95,1173.9,2259760.0,HDFCBANK.BSE
2016-06-24,1165.0,1192.3,1146.6,1161.75,1610516.0,HDFCBANK.BSE
2016-06-17,1159.8,1178.25,1144.25,1169.2,2391692.0,HDFCBANK.BSE
2016-06-10,1173.0,1182.0,1152.5,1161.2,2104040.0,HDFCBANK.BSE
2016-06-03,1189.95,1194.8,1160.5,1172.1,3394592.0,HDFCBANK.BSE
2016-05-27,1137.15,1189.65,1134.0,1187.35,1388428.0,HDFCBANK.BSE
2016-05-20,1143.2,1178.0,1132.25,1140.3,1033108.0,HDFCBANK.BSE
2016-05-13,1110.05,1151.0,1110.05,1140.15,1803808.0,HDFCBANK.BSE
2016-05-06,1130.0,1138.0,1113.7,1120.65,1305780.0,HDFCBANK.BSE
2016-04-29,1100.0,1136.0,1085.6,1133.45,1770936.0,HDFCBANK.BSE
2016-04-22,1085.0,1104.9,1072.0,1092.3,1530160.0,HDFCBANK.BSE
2016-04-13,1059.9,1084.5,1043.0,1081.25,2294800.0,HDFCBANK.BSE
2016-04-08,1069.0,1076.65,1047.2,1058.8,1348300.0,HDFCBANK.BSE
2016-04-01,1045.05,1078.7,1041.8,1065.0,1310660.0,HDFCBANK.BSE
2016-03-23,1028.0,1056.55,1028.0,1048.85,1175996.0,HDFCBANK.BSE
2016-03-18,1028.45,1039.5,1011.3,1028.65,12162212.0,HDFCBANK.BSE
2016-03-11,1020.4,1031.0,1007.0,1028.45,894900.0,HDFCBANK.BSE
2016-03-04,962.0,1025.0,928.8,1021.05,2052160.0,HDFCBANK.BSE
2016-02-26,994.0,996.0,942.0,959.85,2121920.0,HDFCBANK.BSE
2016-02-19,996.0,996.0,959.1,988.05,2912156.0,HDFCBANK.BSE
2016-02-12,1056.0,1058.1,966.6,973.35,2054000.0,HDFCBANK.BSE
2016-02-05,1055.0,1066.95,1041.75,1056.4,922296.0,HDFCBANK.BSE
2016-01-29,1035.0,1053.0,1030.0,1048.95,1201424.0,HDFCBANK.BSE
2016-01-22,1025.0,1043.0,1008.35,1030.3,3220792.0,HDFCBANK.BSE
2016-01-15,1058.0,1062.25,1037.0,1042.85,3498132.0,HDFCBANK.BSE
2016-01-08,1087.0,1087.0,1048.25,1061.8,1353444.0,HDFCBANK.BSE
2016-01-01,1075.0,1090.0,1067.4,1088.6,702132.0,HDFCBANK.BSE
2015-12-24,1074.85,1079.45,1054.65,1074.05,1494712.0,HDFCBANK.BSE
2015-12-18,1045.85,1085.25,1040.0,1072.8,883232.0,HDFCBANK.BSE
2015-12-11,1067.0,1072.0,1042.2,1045.85,773340.0,HDFCBANK.BSE
2015-12-04,1084.5,1090.9,1058.65,1060.2,721176.0,HDFCBANK.BSE
2015-11-27,1070.85,1080.6,1058.55,1078.65,513860.0,HDFCBANK.BSE
2015-11-20,1049.55,1079.75,1046.75,1068.9,1233748.0,HDFCBANK.BSE
2015-11-13,1052.0,1059.0,1040.5,1051.1,244908.0,HDFCBANK.BSE
2015-11-10,1066.0,1069.45,1052.1,1054.35,1040984.0,HDFCBANK.BSE
2015-11-06,1097.05,1097.9,1070.0,1080.8,842564.0,HDFCBANK.BSE
2015-10-30,1110.0,1124.45,1089.4,1097.05,4013560.0,HDFCBANK.BSE
2015-10-23,1100.05,1113.1,1085.3,1107.85,3505424.0,HDFCBANK.BSE
2015-10-16,1085.8,1102.0,1065.75,1099.75,2562640.0,HDFCBANK.BSE
2015-10-09,1072.0,1108.0,1068.25,1085.8,2263524.0,HDFCBANK.BSE
2015-10-01,1050.0,1076.65,1025.9,1068.45,1374188.0,HDFCBANK.BSE
2015-09-24,1048.25,1059.0,1020.0,1050.3,922508.0,HDFCBANK.BSE
2015-09-18,1015.0,1061.45,1004.0,1048.25,955384.0,HDFCBANK.BSE
2015-09-11,1000.0,1025.15,977.6,1007.5,1643780.0,HDFCBANK.BSE
2015-09-04,1039.0,1039.0,980.5,995.7,2188260.0,HDFCBANK.BSE
2015-08-28,1045.0,1045.0,1007.05,1027.75,2751468.0,HDFCBANK.BSE
2015-08-21,1102.0,1102.0,1051.5,1060.85,1126084.0,HDFCBANK.BSE
2015-08-14,1092.0,1105.9,1067.6,1102.0,1339436.0,HDFCBANK.BSE
2015-08-07,1111.2,1117.9,1082.8,1092.85,1481480.0,HDFCBANK.BSE
2015-07-31,1106.6,1120.0,1081.25,1111.2,3386380.0,HDFCBANK.BSE
2015-07-24,1115.0,1127.9,1089.25,1106.8,4257500.0,HDFCBANK.BSE
2015-07-17,1090.0,1120.5,1087.25,1110.35,3242348.0,HDFCBANK.BSE
2015-07-10,1064.0,1095.0,1060.0,1092.45,1317472.0,HDFCBANK.BSE
2015-07-03,1044.4,1076.85,1031.15,1074.45,1990156.0,HDFCBANK.BSE
2015-06-26,1031.5,1070.05,1028.85,1063.1,1685728.0,HDFCBANK.BSE
2015-06-19,1009.0,1035.0,997.8,1030.2,2599832.0,HDFCBANK.BSE
2015-06-12,1011.85,1020.0,990.25,1008.2,1151552.0,HDFCBANK.BSE
2015-06-05,1051.25,1056.0,995.0,1012.05,2211020.0,HDFCBANK.BSE
2015-05-29,1025.1,1054.5,1018.8,1051.1,1131548.0,HDFCBANK.BSE
2015-05-22,999.0,1029.6,992.0,1025.6,1574948.0,HDFCBANK.BSE
2015-05-15,985.0,997.4,967.4,990.15,4147816.0,HDFCBANK.BSE
2015-05-08,995.0,1008.9,944.7,982.7,2394968.0,HDFCBANK.BSE
2015-04-30,1020.0,1020.0,979.35,989.2,2332172.0,HDFCBANK.BSE
2015-04-24,1022.0,1026.0,994.0,1006.6,3152552.0,HDFCBANK.BSE
2015-04-17,1043.55,1048.35,1015.85,1018.9,1273072.0,HDFCBANK.BSE
2015-04-10,1035.0,1058.0,1019.25,1042.2,1438072.0,HDFCBANK.BSE
2015-04-01,1024.0,1040.0,1013.75,1033.85,987812.0,HDFCBANK.BSE
2015-03-27,1058.55,1059.0,1002.55,1013.35,3322476.0,HDFCBANK.BSE
2015-03-20,1045.5,1073.5,1043.0,1055.55,4159944.0,HDFCBANK.BSE
2015-03-13,1078.8,1078.8,1035.05,1042.85,3698056.0,HDFCBANK.BSE
2015-03-05,1082.0,1105.0,1059.75,1085.05,4995652.0,HDFCBANK.BSE
2015-02-27,1075.65,1081.75,1036.05,1054.2,2929136.0,HDFCBANK.BSE
2015-02-20,1078.0,1089.15,1060.0,1072.55,2814840.0,HDFCBANK.BSE
2015-02-13,1048.5,1085.0,1030.55,1065.85,2241988.0,HDFCBANK.BSE
2015-02-06,1068.0,1093.15,1050.15,1056.55,5225984.0,HDFCBANK.BSE
2015-01-30,1043.1,1099.7,1041.85,1076.0,4913768.0,HDFCBANK.BSE
2015-01-23,1012.5,1047.85,1002.0,1042.9,6771880.0,HDFCBANK.BSE
2015-01-16,970.0,1014.9,956.0,1001.5,4931476.0,HDFCBANK.BSE
2015-01-09,969.8,979.25,932.0,974.7,2932116.0,HDFCBANK.BSE
2015-01-02,950.0,969.0,943.1,964.95,3180408.0,HDFCBANK.BSE
2014-12-26,954.0,973.85,941.1,947.9,2190560.0,HDFCBANK.BSE
2014-12-19,925.0,949.0,916.45,940.8,3190436.0,HDFCBANK.BSE
2014-12-12,942.7,944.4,922.1,932.35,1524296.0,HDFCBANK.BSE
2014-12-05,957.15,961.0,931.05,942.7,2951880.0,HDFCBANK.BSE
2014-11-28,934.0,965.45,928.2,957.4,3440384.0,HDFCBANK.BSE
2014-11-21,930.0,940.0,909.0,932.5,3502028.0,HDFCBANK.BSE
2014-11-14,907.0,932.5,893.35,929.3,4412988.0,HDFCBANK.BSE
2014-11-07,912.0,920.0,894.0,899.0,3177944.0,HDFCBANK.BSE
2014-10-31,898.0,914.15,887.7,912.2,5348484.0,HDFCBANK.BSE
2014-10-22,894.0,909.0,888.0,893.75,4260552.0,HDFCBANK.BSE
2014-10-17,870.0,888.2,855.0,885.3,4178988.0,HDFCBANK.BSE
2014-10-10,866.0,892.9,854.0,866.95,2133524.0,HDFCBANK.BSE
2014-10-01,875.0,880.0,860.6,868.15,4492224.0,HDFCBANK.BSE
2014-09-26,859.9,879.4,842.2,871.25,6323928.0,HDFCBANK.BSE
2014-09-19,854.95,864.9,842.0,859.95,5281288.0,HDFCBANK.BSE
2014-09-12,849.0,869.5,848.95,855.35,3693176.0,HDFCBANK.BSE
2014-09-05,846.0,863.8,839.0,848.75,3708480.0,HDFCBANK.BSE
2014-08-28,845.0,853.0,833.55,842.95,1878224.0,HDFCBANK.BSE
2014-08-22,830.0,848.7,819.35,846.6,3799520.0,HDFCBANK.BSE
2014-08-14,802.0,831.95,792.0,825.75,2205108.0,HDFCBANK.BSE
2014-08-08,816.2,822.75,795.0,796.3,2062424.0,HDFCBANK.BSE
2014-08-01,836.0,841.95,812.7,815.25,2408596.0,HDFCBANK.BSE
2014-07-25,840.15,849.5,825.55,835.5,6005352.0,HDFCBANK.BSE
2014-07-18,815.0,840.0,808.7,832.45,1848344.0,HDFCBANK.BSE
2014-07-11,860.0,861.0,808.55,812.15,9095792.0,HDFCBANK.BSE
2014-07-04,820.0,858.25,815.35,856.35,2681008.0,HDFCBANK.BSE
2014-06-27,822.0,834.9,809.45,815.4,3302964.0,HDFCBANK.BSE
2014-06-20,839.45,851.6,819.0,823.5,2819392.0,HDFCBANK.BSE
2014-06-13,823.0,856.0,810.0,835.55,3784016.0,HDFCBANK.BSE
2014-06-06,795.0,829.5,795.0,814.95,3352120.0,HDFCBANK.BSE
2014-05-30,793.15,830.5,781.1,794.1,4545524.0,HDFCBANK.BSE
2014-05-23,813.0,834.45,782.85,789.5,2853064.0,HDFCBANK.BSE
2014-05-16,755.0,852.35,754.85,804.7,6960288.0,HDFCBANK.BSE
2014-05-09,721.4,760.0,712.2,757.2,1906648.0,HDFCBANK.BSE
2014-05-02,726.0,729.0,712.0,716.85,2653560.0,HDFCBANK.BSE
2014-04-25,721.1,739.05,713.05,726.25,3683944.0,HDFCBANK.BSE
2014-04-17,737.9,737.9,707.5,718.55,1310668.0,HDFCBANK.BSE
2014-04-11,727.0,748.4,722.5,737.85,2376500.0,HDFCBANK.BSE
2014-04-04,747.95,754.0,721.0,725.8,6710212.0,HDFCBANK.BSE
2014-03-28,739.9,760.5,734.0,744.95,6317260.0,HDFCBANK.BSE
2014-03-21,732.05,744.3,727.95,733.85,2873968.0,HDFCBANK.BSE
2014-03-14,705.0,749.25,703.0,731.7,6323836.0,HDFCBANK.BSE
2014-03-07,666.0,714.85,661.15,711.35,2460680.0,HDFCBANK.BSE
2014-02-28,664.0,682.15,656.0,667.5,2358844.0,HDFCBANK.BSE
2014-02-21,646.2,672.7,641.5,664.8,1857396.0,HDFCBANK.BSE
2014-02-14,647.55,652.6,629.6,641.75,2061440.0,HDFCBANK.BSE
2014-02-07,632.5,654.6,618.0,647.9,3468468.0,HDFCBANK.BSE
2014-01-31,665.0,665.0,625.2,628.9,7677240.0,HDFCBANK.BSE
2014-01-24,665.0,684.4,665.0,673.95,3604404.0,HDFCBANK.BSE
2014-01-17,662.0,685.0,657.3,668.3,2987832.0,HDFCBANK.BSE
2014-01-10,664.0,674.85,654.0,662.15,4795708.0,HDFCBANK.BSE
2014-01-03,678.0,678.0,651.05,663.35,3422532.0,HDFCBANK.BSE
2013-12-27,665.0,675.0,655.75,669.3,1428864.0,HDFCBANK.BSE
2013-12-20,685.0,690.0,650.0,665.15,4045956.0,HDFCBANK.BSE
2013-12-13,704.7,714.8,685.0,690.35,7159912.0,HDFCBANK.BSE
2013-12-06,661.0,690.0,652.0,682.3,6284836.0,HDFCBANK.BSE
2013-11-29,644.0,668.8,644.0,661.2,3907748.0,HDFCBANK.BSE
2013-11-22,649.5,669.95,635.0,642.35,3162628.0,HDFCBANK.BSE
2013-11-14,649.5,662.6,629.05,641.9,1632396.0,HDFCBANK.BSE
2013-11-08,681.0,685.5,644.75,652.9,1994540.0,HDFCBANK.BSE
2013-11-01,670.1,688.0,655.0,683.5,3615540.0,HDFCBANK.BSE
2013-10-25,676.0,679.15,653.7,672.6,3360884.0,HDFCBANK.BSE
2013-10-18,660.5,679.9,643.4,676.4,4726244.0,HDFCBANK.BSE
2013-10-11,637.0,662.5,618.6,660.1,3547788.0,HDFCBANK.BSE
2013-10-04,608.0,647.35,588.35,640.35,3961700.0,HDFCBANK.BSE
2013-09-27,654.0,654.0,605.05,609.75,6428928.0,HDFCBANK.BSE
2013-09-20,640.0,689.9,629.0,659.05,5055088.0,HDFCBANK.BSE
2013-09-13,620.0,648.9,620.0,629.2,6311916.0,HDFCBANK.BSE
2013-09-06,596.0,621.75,558.4,616.3,7896056.0,HDFCBANK.BSE
2013-08-30,609.0,622.4,528.0,593.8,10212780.0,HDFCBANK.BSE
2013-08-23,594.0,619.0,566.0,607.55,7975020.0,HDFCBANK.BSE
2013-08-16,612.75,625.0,585.0,589.5,6638032.0,HDFCBANK.BSE
2013-08-08,634.45,635.5,599.1,611.1,2484836.0,HDFCBANK.BSE
2013-08-02,644.7,644.7,605.1,631.0,3854260.0,HDFCBANK.BSE
2013-07-26,675.0,690.4,638.05,644.7,2599128.0,HDFCBANK.BSE
2013-07-19,693.0,696.9,647.0,680.8,3251836.0,HDFCBANK.BSE
2013-07-12,665.0,696.0,630.05,694.4,1483100.0,HDFCBANK.BSE
2013-07-05,670.0,673.9,644.05,665.45,3835956.0,HDFCBANK.BSE
2013-06-28,635.0,671.35,620.0,668.5,2427968.0,HDFCBANK.BSE
2013-06-21,666.9,669.8,630.1,635.7,6866916.0,HDFCBANK.BSE
2013-06-14,680.0,687.3,653.5,665.3,1772292.0,HDFCBANK.BSE
2013-06-07,700.9,701.0,674.0,676.75,2160680.0,HDFCBANK.BSE
2013-05-31,699.0,727.0,697.45,700.45,3095988.0,HDFCBANK.BSE
2013-05-24,716.0,724.0,694.6,701.6,1906432.0,HDFCBANK.BSE
2013-05-17,704.0,724.0,685.1,718.7,2952632.0,HDFCBANK.BSE
2013-05-10,678.0,704.9,668.35,702.65,3046576.0,HDFCBANK.BSE
2013-05-03,689.1,698.0,676.55,681.05,2372344.0,HDFCBANK.BSE
2013-04-26,674.0,704.0,674.0,689.15,5237112.0,HDFCBANK.BSE
2013-04-18,645.0,675.0,636.0,673.35,1916852.0,HDFCBANK.BSE
2013-04-12,625.0,646.0,618.0,643.95,5393880.0,HDFCBANK.BSE
2013-04-05,629.75,634.15,612.45,621.2,3592856.0,HDFCBANK.BSE
2013-03-28,610.0,632.7,602.7,624.1,2625756.0,HDFCBANK.BSE
2013-03-22,634.6,653.95,602.0,605.4,5301908.0,HDFCBANK.BSE
2013-03-15,658.0,659.5,615.0,638.75,5445068.0,HDFCBANK.BSE
2013-03-08,621.55,659.0,617.7,657.0,3317108.0,HDFCBANK.BSE
2013-03-01,659.0,664.8,616.1,621.55,2400720.0,HDFCBANK.BSE
2013-02-22,675.9,680.75,658.7,659.75,1343452.0,HDFCBANK.BSE
2013-02-15,651.0,680.4,649.5,674.85,5732716.0,HDFCBANK.BSE
2013-02-08,645.0,652.5,634.6,649.65,2652904.0,HDFCBANK.BSE
2013-02-01,664.5,672.0,636.4,640.15,5519912.0,HDFCBANK.BSE
2013-01-25,660.0,667.0,648.35,664.5,1986700.0,HDFCBANK.BSE
2013-01-18,670.0,675.25,655.0,662.7,3203656.0,HDFCBANK.BSE
2013-01-11,681.0,682.25,665.0,669.0,2091556.0,HDFCBANK.BSE
2013-01-04,677.0,690.0,672.55,679.55,1978384.0,HDFCBANK.BSE
2012-12-28,681.0,689.0,671.75,677.6,978444.0,HDFCBANK.BSE
2012-12-21,687.0,689.25,670.0,676.3,3955580.0,HDFCBANK.BSE
2012-12-14,691.5,699.25,685.15,688.7,3784144.0,HDFCBANK.BSE
2012-12-07,700.0,700.0,680.9,692.5,4142948.0,HDFCBANK.BSE
2012-11-30,670.0,705.0,660.65,703.65,2834540.0,HDFCBANK.BSE
2012-11-23,643.0,672.5,640.1,669.5,2409344.0,HDFCBANK.BSE
2012-11-16,650.0,650.0,639.5,642.45,1061404.0,HDFCBANK.BSE
2012-11-12,638.0,652.85,638.0,651.15,3872204.0,HDFCBANK.BSE
2012-11-09,634.5,645.05,630.55,639.3,1653128.0,HDFCBANK.BSE
2012-11-02,637.0,644.9,628.0,631.3,2413356.0,HDFCBANK.BSE
2012-10-26,628.8,640.0,626.8,637.15,2067572.0,HDFCBANK.BSE
2012-10-19,634.8,637.0,623.0,628.25,1573700.0,HDFCBANK.BSE
2012-10-12,622.4,635.15,616.75,630.4,3331772.0,HDFCBANK.BSE
2012-10-05,630.0,638.7,604.5,621.95,3321168.0,HDFCBANK.BSE
2012-09-28,626.0,639.25,622.65,628.7,3166156.0,HDFCBANK.BSE
2012-09-21,617.0,628.0,599.05,625.25,3417096.0,HDFCBANK.BSE
2012-09-14,592.9,614.65,583.55,612.1,3634176.0,HDFCBANK.BSE
2012-09-07,595.0,597.25,585.4,590.1,3118916.0,HDFCBANK.BSE
2012-08-31,595.0,599.8,587.0,595.05,2634588.0,HDFCBANK.BSE
2012-08-24,595.0,604.3,588.05,596.35,3460284.0,HDFCBANK.BSE
2012-08-17,600.0,609.7,592.1,595.2,2532328.0,HDFCBANK.BSE
2012-08-10,593.55,606.9,593.0,602.05,6695544.0,HDFCBANK.BSE
2012-08-03,586.25,591.9,577.3,588.25,3068200.0,HDFCBANK.BSE
2012-07-27,580.0,588.0,563.0,584.25,1554804.0,HDFCBANK.BSE
2012-07-20,587.25,592.5,578.6,582.85,1834628.0,HDFCBANK.BSE
2012-07-13,581.0,593.55,569.05,586.85,2913820.0,HDFCBANK.BSE
2012-07-06,565.0,588.4,560.25,583.3,4809472.0,HDFCBANK.BSE
2012-06-29,545.1,565.0,535.0,563.5,3080804.0,HDFCBANK.BSE
2012-06-22,549.0,550.55,526.0,544.15,2418080.0,HDFCBANK.BSE
2012-06-15,542.25,552.4,530.15,547.85,3021344.0,HDFCBANK.BSE
2012-06-08,488.0,542.25,485.1,538.3,3119096.0,HDFCBANK.BSE
2012-06-01,499.0,512.0,490.0,491.45,1890932.0,HDFCBANK.BSE
2012-05-25,501.0,507.0,482.3,500.35,1967396.0,HDFCBANK.BSE
2012-05-18,511.0,512.0,486.0,500.45,3107020.0,HDFCBANK.BSE
2012-05-11,530.0,536.45,506.55,510.8,3401652.0,HDFCBANK.BSE
2012-05-04,549.7,556.95,534.5,536.75,1967704.0,HDFCBANK.BSE
2012-04-27,551.1,555.95,534.5,540.55,1682720.0,HDFCBANK.BSE
2012-04-20,529.0,557.7,521.5,551.1,4089092.0,HDFCBANK.BSE
2012-04-13,524.0,537.0,516.0,530.25,1396272.0,HDFCBANK.BSE
2012-04-04,518.2,536.4,515.7,526.6,1784200.0,HDFCBANK.BSE
2012-03-30,516.8,523.35,506.0,520.05,5946432.0,HDFCBANK.BSE
2012-03-23,508.0,521.5,493.2,513.85,2633112.0,HDFCBANK.BSE
2012-03-16,533.0,533.0,505.0,507.7,4594972.0,HDFCBANK.BSE
2012-03-09,515.35,527.25,498.0,522.85,2470800.0,HDFCBANK.BSE
2012-03-02,525.1,540.0,506.0,518.3,3671056.0,HDFCBANK.BSE
2012-02-24,526.1,538.85,516.05,524.5,3764312.0,HDFCBANK.BSE
2012-02-17,519.0,537.5,515.2,527.55,4851912.0,HDFCBANK.BSE
2012-02-10,509.0,525.7,500.5,516.2,5886344.0,HDFCBANK.BSE
2012-02-03,481.3,508.0,473.5,506.35,4735372.0,HDFCBANK.BSE
2012-01-27,490.0,501.05,480.1,483.6,2926060.0,HDFCBANK.BSE
2012-01-20,467.5,491.8,458.0,488.7,3753200.0,HDFCBANK.BSE
2012-01-13,451.0,475.0,446.2,469.3,2505156.0,HDFCBANK.BSE
2012-01-06,431.8,456.8,419.35,452.5,3700884.0,HDFCBANK.BSE
2011-12-30,443.5,445.0,422.7,427.05,2688504.0,HDFCBANK.BSE
2011-12-23,413.7,446.75,400.45,437.6,6504132.0,HDFCBANK.BSE
2011-12-16,450.0,450.95,413.0,415.95,6872448.0,HDFCBANK.BSE
2011-12-09,465.0,470.05,440.9,444.8,2756840.0,HDFCBANK.BSE
2011-12-02,440.0,467.9,429.8,465.75,4672700.0,HDFCBANK.BSE
2011-11-25,458.9,458.9,411.25,431.5,11052008.0,HDFCBANK.BSE
2011-11-18,469.0,479.0,450.25,457.7,2988592.0,HDFCBANK.BSE
2011-11-11,484.0,487.1,463.0,463.95,1913268.0,HDFCBANK.BSE
2011-11-04,483.0,492.4,472.5,482.1,3425068.0,HDFCBANK.BSE
2011-10-28,482.5,488.0,478.25,482.5,911456.0,HDFCBANK.BSE
2011-10-25,491.0,496.9,449.0,468.75,4295032.0,HDFCBANK.BSE
2011-10-21,475.55,493.1,471.6,486.3,6764928.0,HDFCBANK.BSE
2011-10-14,452.9,476.6,450.1,474.15,3618864.0,HDFCBANK.BSE
2011-10-07,465.0,465.0,437.0,449.8,3486072.0,HDFCBANK.BSE
2011-09-30,462.0,475.0,438.8,467.25,15157460.0,HDFCBANK.BSE
2011-09-23,482.55,497.4,453.7,457.65,4324292.0,HDFCBANK.BSE
2011-09-16,469.0,489.7,461.0,483.65,3450156.0,HDFCBANK.BSE
2011-09-09,469.8,490.0,460.3,472.75,5039472.0,HDFCBANK.BSE
2011-09-02,480.3,481.9,467.95,471.15,814704.0,HDFCBANK.BSE
2011-08-30,443.0,474.9,443.0,472.2,2263108.0,HDFCBANK.BSE
2011-08-26,461.0,464.35,435.5,438.7,5314940.0,HDFCBANK.BSE
2011-08-19,479.8,480.0,450.5,461.95,4463920.0,HDFCBANK.BSE
2011-08-12,467.0,486.0,450.0,468.25,5208196.0,HDFCBANK.BSE
2011-08-05,490.75,495.65,462.5,473.25,4242900.0,HDFCBANK.BSE
2011-07-29,502.0,509.85,481.75,487.4,5047408.0,HDFCBANK.BSE
2011-07-22,512.5,519.5,495.0,501.4,7286244.0,HDFCBANK.BSE
2011-07-15,2558.0,2565.5,498.6,509.0,5424648.0,HDFCBANK.BSE
2011-07-08,2525.0,2582.5,2511.0,2558.2,5053480.0,HDFCBANK.BSE
2011-07-01,2382.0,2538.0,2380.0,2496.9,6826400.0,HDFCBANK.BSE
2011-06-24,2359.0,2390.0,2270.0,2381.45,3010220.0,HDFCBANK.BSE
2011-06-17,2358.0,2399.0,2333.05,2350.95,2538140.0,HDFCBANK.BSE
2011-06-10,2357.0,2390.45,2330.8,2359.1,4863940.0,HDFCBANK.BSE
2011-06-03,2307.1,2404.8,2299.4,2349.95,3653040.0,HDFCBANK.BSE
2011-05-27,2303.8,2306.5,2239.1,2298.15,4511760.0,HDFCBANK.BSE
2011-05-20,2254.0,2319.75,2233.0,2316.0,4587380.0,HDFCBANK.BSE
2011-05-13,2320.0,2320.0,2221.0,2254.45,5784880.0,HDFCBANK.BSE
2011-05-06,2300.0,2317.0,2210.0,2299.15,24721280.0,HDFCBANK.BSE
2011-04-29,2410.1,2440.0,2281.3,2292.5,5567240.0,HDFCBANK.BSE
2011-04-21,2379.5,2415.85,2306.1,2403.8,13148460.0,HDFCBANK.BSE
2011-04-15,2318.4,2387.0,2275.0,2360.2,4730400.0,HDFCBANK.BSE
2011-04-08,2316.0,2410.0,2316.0,2352.15,5929460.0,HDFCBANK.BSE
2011-04-01,2262.0,2390.0,2262.0,2333.65,7121960.0,HDFCBANK.BSE
2011-03-25,2181.0,2274.8,2142.0,2261.8,6514560.0,HDFCBANK.BSE
2011-03-18,2180.0,2231.5,2130.0,2153.2,8146800.0,HDFCBANK.BSE
2011-03-11,2195.0,2238.0,2151.15,2181.75,8594500.0,HDFCBANK.BSE
2011-03-04,2066.9,2230.0,2035.0,2218.45,7791960.0,HDFCBANK.BSE
2011-02-25,2170.0,2206.0,2021.0,2046.35,6619880.0,HDFCBANK.BSE
2011-02-18,2065.0,2245.0,2065.0,2172.65,8692920.0,HDFCBANK.BSE
2011-02-11,2045.0,2065.8,1980.0,2060.8,8347620.0,HDFCBANK.BSE
2011-02-04,2039.8,2084.5,1997.0,2019.35,12412420.0,HDFCBANK.BSE
2011-01-28,2109.0,2174.7,2040.0,2058.35,11243660.0,HDFCBANK.BSE
2011-01-21,2050.0,2132.85,2045.0,2098.65,8240740.0,HDFCBANK.BSE
2011-01-14,2270.0,2270.0,2028.3,2053.0,14453520.0,HDFCBANK.BSE
2011-01-07,2369.0,2398.85,2261.1,2268.35,10100260.0,HDFCBANK.BSE
2010-12-31,2216.0,2363.3,2198.0,2346.5,5816160.0,HDFCBANK.BSE
2010-12-24,2171.0,2240.0,2155.0,2216.05,3856220.0,HDFCBANK.BSE
2010-12-16,2231.0,2270.1,2148.7,2200.35,6608580.0,HDFCBANK.BSE
2010-12-10,2400.0,2421.0,2170.0,2220.4,8368800.0,HDFCBANK.BSE
2010-12-03,2300.0,2401.0,2240.05,2392.45,4715380.0,HDFCBANK.BSE
2010-11-26,2339.9,2386.95,2277.0,2299.4,4500120.0,HDFCBANK.BSE
2010-11-19,2323.0,2414.0,2294.0,2304.65,3743640.0,HDFCBANK.BSE
2010-11-12,2387.5,2417.95,2310.0,2319.3,3899940.0,HDFCBANK.BSE
2010-11-04,2300.0,2402.45,2286.0,2384.75,3153260.0,HDFCBANK.BSE
2010-10-29,2334.05,2366.95,2238.1,2278.1,6846200.0,HDFCBANK.BSE
2010-10-22,2386.5,2424.0,2318.0,2324.0,5639060.0,HDFCBANK.BSE
2010-10-15,2424.0,2500.0,2343.0,2386.5,4665820.0,HDFCBANK.BSE
2010-10-08,2508.0,2518.0,2391.1,2403.45,9112440.0,HDFCBANK.BSE
